datetime,ta_max,ta_min,ta_mean,rh_max,rh_min,rh_mean,rs_mean,wind_speed_10m,et0_pm
2000-01-01,18.3,2.5,10.0,90,44,72,13.45,7.3,2.1
2000-01-02,16.8,2.8,9.5,93,49,75,13.32,10.0,2.03
2000-01-03,15.6,2.7,9.7,97,54,76,11.94,6.9,1.77
2000-01-04,14.1,3.5,9.1,94,57,77,9.64,7.3,1.46
2000-01-05,14.2,1.9,8.3,92,55,75,9.99,6.3,1.5
2000-01-06,16.4,2.2,9.5,94,37,71,13.09,12.6,2.08
2000-01-07,15.5,1.5,7.9,78,32,55,13.75,7.6,2.14
2000-01-08,14.6,1.6,7.7,85,44,67,12.18,5.4,1.75
2000-01-09,14.5,-0.4,7.1,93,37,69,14.08,8.4,2.1
2000-01-10,10.2,-1.0,4.5,96,59,83,8.66,15.6,1.1
2000-01-11,12.5,-1.8,4.8,99,51,81,13.18,10.7,1.72
2000-01-12,13.8,-0.5,5.9,88,39,68,13.81,5.7,1.9
2000-01-13,14.1,-1.7,5.8,91,34,68,14.44,9.4,2.11
2000-01-14,8.0,0.9,4.5,97,56,85,3.38,12.2,0.59
2000-01-15,11.9,-0.8,5.7,97,46,79,13.22,13.0,1.77
2000-01-16,14.6,2.3,7.5,93,48,78,10.93,10.0,1.66
2000-01-17,16.7,2.7,9.0,92,35,66,13.64,8.9,2.15
2000-01-18,14.9,1.3,7.8,86,46,72,12.31,6.0,1.82
2000-01-19,14.8,2.2,7.8,96,49,78,14.18,10.8,2.03
2000-01-20,16.9,1.0,8.6,91,42,71,14.26,8.7,2.15
2000-01-21,17.3,1.3,8.8,91,37,69,13.29,7.2,2.11
2000-01-22,16.8,2.8,9.1,90,27,64,12.73,13.0,2.28
2000-01-23,15.9,2.0,8.5,83,34,63,14.63,9.4,2.25
2000-01-24,16.9,3.1,9.2,86,26,62,11.71,8.7,2.03
2000-01-25,19.4,1.9,9.8,84,19,56,15.02,8.4,2.63
2000-01-26,16.4,1.3,8.9,90,45,69,15.18,10.8,2.33
2000-01-27,20.6,2.5,10.6,88,23,57,14.3,7.4,2.46
2000-01-28,20.2,4.6,12.1,72,26,51,12.93,6.1,2.31
2000-01-29,20.1,5.1,12.4,90,41,67,13.05,8.6,2.35
2000-01-30,23.3,6.0,13.6,92,22,59,15.78,8.5,2.7
2000-01-31,23.1,7.7,14.4,63,22,48,13.42,9.4,3.05
2000-02-01,22.4,6.1,13.7,71,27,49,16.2,8.5,2.98
2000-02-02,23.6,5.7,13.9,88,25,59,16.39,12.6,3.27
2000-02-03,23.8,5.6,14.2,87,24,56,16.75,6.6,3.06
2000-02-04,24.4,6.1,14.3,81,19,53,16.62,6.5,3.07
2000-02-05,23.9,5.9,14.4,78,20,51,16.46,6.2,2.91
2000-02-06,22.2,6.1,14.2,75,23,49,16.62,6.9,2.99
2000-02-07,21.8,4.1,12.8,90,25,56,17.19,12.1,3.26
2000-02-08,23.1,4.2,13.2,88,18,52,17.7,12.1,3.6
2000-02-09,23.1,4.7,13.5,78,21,49,17.5,9.9,3.48
2000-02-10,24.2,5.4,14.3,79,19,49,17.87,8.6,3.32
2000-02-11,24.1,5.8,14.5,77,21,52,17.77,10.2,3.5
2000-02-12,22.4,6.0,14.1,92,32,61,16.84,10.6,3.25
2000-02-13,23.2,4.5,14.0,94,25,57,17.98,10.8,3.37
2000-02-14,23.6,4.5,14.1,85,19,50,18.66,7.4,3.36
2000-02-15,23.6,4.8,14.0,71,18,45,18.79,9.7,3.66
2000-02-16,22.9,4.9,13.7,85,22,51,18.83,9.4,3.47
2000-02-17,22.5,3.6,13.1,84,22,52,19.01,11.9,3.76
2000-02-18,24.6,4.8,14.3,77,19,48,19.25,10.4,3.67
2000-02-19,24.2,5.2,14.7,69,19,44,19.31,7.9,3.52
2000-02-20,23.8,6.1,14.8,71,19,45,18.28,8.3,3.43
2000-02-21,24.8,6.1,15.1,72,19,48,18.74,9.4,3.57
2000-02-22,25.1,6.0,15.1,74,18,48,19.22,12.7,3.92
2000-02-23,24.7,5.9,15.2,85,13,45,20.18,12.9,4.29
2000-02-24,26.5,7.5,16.5,51,11,28,17.94,12.6,4.11
2000-02-25,23.7,12.0,17.1,44,18,30,13.83,10.9,3.75
2000-02-26,25.3,9.0,16.6,37,13,24,19.94,10.6,4.39
2000-02-27,22.7,10.6,16.3,69,21,44,19.39,11.5,3.9
2000-02-28,22.3,8.5,15.7,74,35,54,18.78,10.4,3.45
2000-02-29,21.6,8.1,15.4,91,38,62,18.65,8.1,3.26
2000-03-01,24.3,7.1,15.7,85,23,54,19.98,7.6,3.78
2000-03-02,24.9,6.2,15.6,90,20,53,19.91,8.4,3.68
2000-03-03,26.9,7.4,17.0,73,14,42,21.35,7.7,4.05
2000-03-04,28.6,9.0,18.3,58,10,31,21.54,7.4,4.39
2000-03-05,29.7,9.7,19.8,46,9,26,20.22,9.4,4.61
2000-03-06,30.6,11.4,20.7,42,8,22,20.81,9.8,5.25
2000-03-07,29.6,16.7,22.6,21,13,17,18.28,15.0,6.08
2000-03-08,31.4,14.5,22.3,33,9,19,16.52,13.2,5.4
2000-03-09,31.4,15.3,22.8,39,8,23,17.12,11.5,4.88
2000-03-10,31.3,13.1,22.4,39,8,21,20.6,13.0,5.79
2000-03-11,30.5,13.4,21.5,41,9,26,18.01,16.1,5.35
2000-03-12,27.1,13.8,19.9,53,18,37,18.31,16.9,4.39
2000-03-13,27.7,8.9,19.2,73,14,38,22.2,16.8,5.02
2000-03-14,24.8,9.5,18.2,58,20,36,23.07,13.2,4.89
2000-03-15,24.8,7.6,16.9,73,16,41,23.09,10.6,4.49
2000-03-16,25.9,7.9,17.3,70,15,38,21.84,11.0,4.57
2000-03-17,26.1,9.3,17.8,56,15,34,21.74,12.3,5.02
2000-03-18,23.9,9.6,17.1,61,15,37,23.45,15.3,5.09
2000-03-19,22.6,7.4,15.4,89,19,50,23.83,10.2,4.38
2000-03-20,22.0,6.5,15.2,82,31,52,21.38,10.2,3.98
2000-03-21,18.8,8.3,13.5,99,39,68,15.48,13.6,2.94
2000-03-22,18.7,10.7,13.9,77,33,55,18.06,14.5,3.56
2000-03-23,18.8,10.3,13.7,72,28,52,18.09,9.7,3.27
2000-03-24,20.0,9.7,14.3,74,26,50,22.23,13.7,4.09
2000-03-25,20.6,4.8,13.6,93,24,55,24.06,15.0,4.52
2000-03-26,21.7,6.0,14.1,89,29,57,23.01,15.1,4.19
2000-03-27,25.6,7.2,16.6,88,19,52,20.3,11.2,4.17
2000-03-28,23.6,7.9,16.2,80,19,48,25.79,12.3,4.95
2000-03-29,21.3,6.8,14.6,87,28,55,22.43,9.7,3.98
2000-03-30,22.7,9.5,16.1,81,25,52,20.95,12.0,4.1
2000-03-31,23.7,6.9,15.9,92,26,56,25.74,9.2,4.52
2000-04-01,23.7,8.0,15.7,95,20,56,25.75,15.5,4.95
2000-04-02,20.0,8.5,13.0,90,41,65,17.16,30.0,3.12
2000-04-03,14.6,7.3,10.2,95,46,77,16.87,28.2,2.53
2000-04-04,14.7,5.9,10.0,96,47,74,17.25,20.0,2.65
2000-04-05,17.4,8.5,12.2,88,49,71,20.58,10.5,3.28
2000-04-06,24.5,4.5,15.1,92,34,62,26.58,13.2,4.94
2000-04-07,27.3,10.8,17.4,89,24,50,22.35,23.8,5.17
2000-04-08,19.8,11.4,15.1,98,42,73,18.87,17.9,3.43
2000-04-09,19.6,10.3,15.1,87,43,66,17.22,16.7,3.27
2000-04-10,19.5,10.3,14.3,98,35,68,20.74,14.8,3.72
2000-04-11,19.5,8.9,13.9,97,38,68,23.1,12.9,4.02
2000-04-12,22.6,5.4,14.4,94,27,58,27.35,11.2,4.97
2000-04-13,19.5,6.2,13.1,95,39,65,24.15,14.5,4.11
2000-04-14,21.1,8.4,15.0,87,31,57,20.87,17.7,4.28
2000-04-15,24.6,7.7,16.8,92,22,53,27.29,20.2,5.62
2000-04-16,17.1,10.5,13.2,87,42,65,16.41,26.6,2.76
2000-04-17,20.0,5.3,13.2,96,33,63,27.09,13.5,4.51
2000-04-18,23.0,5.7,15.1,90,28,57,28.34,11.8,5.24
2000-04-19,25.6,5.6,16.6,91,19,51,27.77,12.5,5.53
2000-04-20,27.4,6.4,18.3,90,18,49,28.52,11.1,5.68
2000-04-21,28.4,8.4,19.1,88,25,55,27.9,12.3,5.66
2000-04-22,23.3,11.8,17.4,94,33,63,26.78,16.8,5.05
2000-04-23,23.8,11.4,16.8,89,26,59,26.18,16.8,5.13
2000-04-24,26.9,8.2,17.9,80,24,49,28.09,11.6,5.76
2000-04-25,25.9,11.0,18.1,80,27,53,28.43,11.4,5.59
2000-04-26,20.5,7.7,13.8,94,35,65,21.95,24.2,3.97
2000-04-27,18.4,8.6,12.9,88,28,59,25.67,14.8,4.44
2000-04-28,20.6,8.4,14.0,78,26,53,27.9,12.7,4.87
2000-04-29,22.8,6.6,15.5,83,27,50,26.87,17.1,5.06
2000-04-30,18.5,8.9,14.0,90,45,65,17.68,20.2,3.29
2000-05-01,21.2,9.8,15.1,82,28,56,25.4,9.2,4.56
2000-05-02,23.9,7.8,16.4,95,36,64,27.35,13.5,5.09
2000-05-03,23.9,10.9,17.5,94,34,64,26.18,13.6,5.01
2000-05-04,24.4,11.6,17.8,94,32,63,26.19,16.6,5.11
2000-05-05,23.5,13.2,17.8,82,28,56,25.38,15.0,5.09
2000-05-06,21.4,12.1,16.7,80,30,55,23.02,19.1,4.71
2000-05-07,20.9,12.3,16.4,87,37,61,18.56,12.7,3.79
2000-05-08,20.3,12.9,15.5,85,36,65,16.21,11.6,3.22
2000-05-09,20.1,11.4,15.1,94,40,69,20.62,14.9,3.76
2000-05-10,21.5,8.6,15.8,94,32,60,22.77,9.6,4.11
2000-05-11,23.9,7.8,17.0,95,37,61,28.24,11.6,5.19
2000-05-12,25.9,12.9,18.9,87,35,61,25.32,13.0,4.94
2000-05-13,29.4,10.9,20.3,94,34,60,29.06,14.4,6.11
2000-05-14,31.4,11.8,22.2,93,30,58,28.78,14.2,6.32
2000-05-15,29.4,13.9,21.9,90,33,61,28.54,12.6,5.88
2000-05-16,29.5,15.3,21.8,92,32,63,26.96,10.0,5.47
2000-05-17,29.3,13.6,21.4,96,33,65,27.69,10.1,5.53
2000-05-18,28.3,14.6,21.4,94,33,65,26.68,8.7,5.31
2000-05-19,29.9,14.6,22.3,89,31,61,26.31,13.8,5.44
2000-05-20,24.5,13.8,18.6,89,46,69,20.2,14.2,4.01
2000-05-21,24.0,13.6,18.0,81,32,60,23.0,13.2,4.64
2000-05-22,25.3,12.5,18.8,89,33,61,26.8,11.3,5.08
2000-05-23,21.1,13.9,17.1,90,55,72,18.12,11.8,3.38
2000-05-24,22.5,12.0,17.2,95,34,65,21.71,13.0,4.22
2000-05-25,25.7,11.0,18.9,90,32,58,28.85,14.8,5.77
2000-05-26,28.5,11.3,20.7,94,30,58,29.45,12.7,6.2
2000-05-27,29.6,12.8,21.5,95,30,60,29.1,12.7,6.05
2000-05-28,31.1,13.3,22.8,96,28,59,28.78,12.7,6.27
2000-05-29,33.6,14.7,24.6,85,22,51,28.15,12.7,6.44
2000-05-30,35.0,15.3,25.9,90,22,52,28.08,8.4,6.1
2000-05-31,35.5,15.9,26.4,86,15,45,28.58,10.5,6.55
2000-06-01,37.4,17.4,28.0,63,8,32,29.82,7.7,6.8
2000-06-02,37.5,17.1,27.9,57,13,33,28.29,11.5,6.96
2000-06-03,33.1,17.4,25.7,75,26,48,25.39,14.7,6.04
2000-06-04,31.8,15.9,23.9,93,28,59,27.95,11.7,5.94
2000-06-05,36.0,15.7,26.0,87,17,49,27.17,9.1,6.35
2000-06-06,38.1,16.4,28.1,73,12,37,29.3,10.7,7.03
2000-06-07,37.7,17.7,28.2,49,11,30,26.56,17.1,6.89
2000-06-08,35.1,17.7,26.5,69,15,42,27.07,16.6,6.74
2000-06-09,31.3,15.8,23.5,79,23,49,29.67,16.2,6.87
2000-06-10,28.5,13.3,20.6,82,21,50,29.89,15.9,6.68
2000-06-11,28.9,13.1,21.0,68,18,41,30.68,15.5,7.22
2000-06-12,33.3,13.2,23.5,82,19,47,29.8,11.7,6.83
2000-06-13,38.8,15.8,27.7,69,8,35,29.14,11.3,7.11
2000-06-14,40.1,17.7,28.7,63,7,35,29.42,18.1,7.34
2000-06-15,38.4,17.9,28.3,66,14,41,28.11,14.0,7.04
2000-06-16,35.6,17.6,27.3,82,21,48,29.39,11.0,6.95
2000-06-17,37.4,17.4,27.6,76,12,41,29.84,10.1,7.06
2000-06-18,38.1,17.8,28.2,70,11,36,27.31,14.9,6.91
2000-06-19,36.4,17.4,27.6,67,14,38,26.96,14.2,6.67
2000-06-20,33.7,16.5,26.1,73,22,43,28.34,12.6,6.76
2000-06-21,33.2,14.9,25.1,83,22,46,30.39,11.6,6.91
2000-06-22,33.1,17.3,25.2,68,19,42,30.41,14.5,7.2
2000-06-23,31.5,16.3,24.0,82,31,54,29.74,12.4,6.55
2000-06-24,31.1,15.1,23.1,91,37,61,28.88,14.2,6.25
2000-06-25,30.2,15.8,22.9,92,37,62,28.33,14.5,6.12
2000-06-26,31.8,15.5,23.8,90,33,60,27.6,13.0,5.98
2000-06-27,35.8,17.6,26.7,84,23,54,27.82,8.5,6.04
2000-06-28,37.1,18.0,27.6,90,24,54,28.03,10.9,6.5
2000-06-29,36.3,17.5,27.1,91,24,55,27.63,8.3,6.11
2000-06-30,37.5,18.1,28.0,91,22,52,27.78,11.1,6.61
2000-07-01,36.3,18.5,27.5,86,27,54,27.39,6.6,6.09
2000-07-02,35.4,18.2,27.1,86,23,54,27.4,9.2,6.34
2000-07-03,33.5,19.1,26.1,80,25,52,29.19,14.0,6.84
2000-07-04,32.4,16.7,24.6,81,27,51,29.61,12.6,6.88
2000-07-05,37.2,16.3,26.8,84,23,49,29.67,14.0,7.37
2000-07-06,42.3,16.7,29.5,67,8,38,27.39,18.6,7.21
2000-07-07,39.2,19.7,29.8,74,15,43,26.22,11.7,6.3
2000-07-08,34.0,19.8,27.6,72,29,47,27.74,12.6,6.55
2000-07-09,34.0,17.9,25.9,84,23,51,29.49,13.4,6.89
2000-07-10,29.2,16.3,22.6,87,25,55,29.66,14.2,6.44
2000-07-11,29.4,14.3,21.7,92,25,56,29.73,13.4,6.4
2000-07-12,32.2,15.4,23.5,83,29,56,29.58,9.9,6.22
2000-07-13,34.4,17.7,26.2,80,23,51,29.59,8.2,6.61
2000-07-14,35.0,15.3,26.3,91,18,47,30.0,11.6,6.99
2000-07-15,34.9,19.3,27.0,69,27,48,28.83,10.6,6.54
2000-07-16,34.9,18.9,27.3,82,23,50,29.22,12.0,6.94
2000-07-17,32.4,19.3,25.8,79,29,53,28.77,11.0,6.42
2000-07-18,33.3,18.6,26.1,80,31,53,28.38,12.2,6.52
2000-07-19,34.5,18.7,26.6,75,23,48,28.95,9.7,6.64
2000-07-20,38.5,17.5,28.5,83,12,41,29.12,9.5,6.51
2000-07-21,41.0,19.4,30.2,54,8,32,26.18,12.0,7.05
2000-07-22,37.3,18.8,28.1,85,20,49,25.72,13.6,6.34
2000-07-23,31.4,17.3,24.4,87,31,56,28.19,12.6,6.25
2000-07-24,32.4,16.6,24.6,80,23,48,28.94,13.0,6.79
2000-07-25,32.5,17.9,25.0,71,23,46,28.82,13.0,6.76
2000-07-26,34.5,16.9,25.9,84,24,51,26.78,10.2,6.06
2000-07-27,38.8,18.3,29.1,79,18,44,25.95,9.4,6.41
2000-07-28,38.7,19.9,29.5,66,17,41,24.26,11.4,6.33
2000-07-29,41.4,19.0,30.3,74,14,41,27.11,14.4,7.3
2000-07-30,42.8,21.6,32.4,57,7,26,24.41,11.0,7.04
2000-07-31,41.4,25.1,33.2,28,9,19,21.98,16.6,7.83
2000-08-01,42.0,23.9,32.2,39,9,24,23.25,23.2,7.61
2000-08-02,37.9,21.4,30.2,53,18,34,25.13,8.5,6.19
2000-08-03,37.5,21.8,29.5,64,24,43,24.74,11.6,6.01
2000-08-04,37.6,21.2,29.2,62,17,39,27.01,15.3,6.91
2000-08-05,32.7,19.4,25.9,75,21,45,27.85,10.8,6.53
2000-08-06,33.0,18.6,25.6,79,32,52,27.62,11.7,6.22
2000-08-07,36.6,18.3,27.6,83,26,53,27.07,11.3,6.56
2000-08-08,36.5,20.2,28.2,78,27,53,27.06,11.2,6.43
2000-08-09,36.6,19.7,28.2,84,32,54,26.48,14.0,6.38
2000-08-10,35.7,19.9,27.7,80,30,54,26.31,13.5,6.35
2000-08-11,33.2,19.4,26.4,86,31,56,26.15,11.6,6.1
2000-08-12,34.3,18.4,26.5,83,24,49,26.84,12.8,6.59
2000-08-13,34.2,16.9,26.0,79,17,44,28.11,13.9,7.04
2000-08-14,35.6,17.9,26.8,66,22,43,27.16,13.0,6.72
2000-08-15,40.5,18.4,29.6,67,14,39,24.2,9.6,6.01
2000-08-16,41.2,20.6,30.9,50,9,31,22.95,16.3,6.28
2000-08-17,39.0,23.8,31.0,46,14,32,24.5,11.9,6.63
2000-08-18,37.7,19.6,29.4,73,16,41,25.97,6.8,5.91
2000-08-19,40.0,20.1,30.0,56,9,31,25.54,14.3,6.78
2000-08-20,37.5,21.1,29.5,52,18,34,22.37,10.5,5.82
2000-08-21,33.6,18.9,26.1,82,26,51,24.86,13.8,5.89
2000-08-22,32.6,16.7,24.5,80,26,51,25.48,10.8,5.94
2000-08-23,32.2,17.0,24.5,80,26,51,26.14,11.1,5.77
2000-08-24,33.3,16.7,25.1,78,29,51,26.56,13.8,6.22
2000-08-25,31.4,16.6,23.9,87,34,59,26.38,13.6,5.94
2000-08-26,31.5,16.0,23.6,93,33,60,25.7,11.6,5.63
2000-08-27,35.3,17.0,25.7,85,25,54,25.75,11.2,5.98
2000-08-28,36.7,18.0,27.2,85,22,51,24.01,11.2,5.69
2000-08-29,35.3,18.2,26.8,83,27,52,23.49,10.8,5.36
2000-08-30,31.8,19.2,25.3,81,35,57,19.0,12.1,4.5
2000-08-31,29.6,18.9,23.6,93,45,68,21.9,10.9,4.53
2000-09-01,30.4,17.5,23.2,91,34,66,24.92,8.1,5.09
2000-09-02,31.8,15.3,24.0,94,27,59,25.63,7.4,5.26
2000-09-03,32.8,15.1,24.9,90,21,50,25.68,9.9,5.77
2000-09-04,30.9,17.0,24.3,78,29,51,24.47,13.0,5.49
2000-09-05,32.8,17.1,24.7,82,29,56,24.68,11.5,5.37
2000-09-06,39.4,16.5,27.9,84,11,46,24.35,10.5,6.01
2000-09-07,40.3,19.2,29.7,59,9,32,24.27,10.3,5.88
2000-09-08,39.1,19.7,29.8,59,10,31,23.33,16.2,6.36
2000-09-09,39.5,18.6,29.3,50,8,26,24.81,9.2,5.97
2000-09-10,38.1,18.7,28.4,52,11,32,24.84,14.4,6.44
2000-09-11,33.3,17.1,25.3,68,16,41,23.18,13.8,5.28
2000-09-12,33.7,15.3,24.6,69,17,42,24.97,12.2,5.61
2000-09-13,33.8,15.4,24.9,73,23,47,24.61,9.3,5.43
2000-09-14,33.1,16.3,24.8,83,27,56,24.31,10.9,5.41
2000-09-15,35.5,16.0,25.8,90,10,44,24.64,10.0,5.67
2000-09-16,37.3,16.8,27.2,42,9,25,23.31,10.3,5.95
2000-09-17,35.1,17.8,26.2,56,16,37,22.6,17.0,5.72
2000-09-18,27.6,16.8,21.9,89,32,60,23.46,19.4,5.24
2000-09-19,26.0,17.0,20.7,86,34,62,19.21,10.1,3.94
2000-09-20,26.0,15.6,20.2,90,38,64,19.93,13.2,4.19
2000-09-21,29.0,13.1,21.1,90,32,58,23.17,11.3,4.99
2000-09-22,26.3,13.6,20.3,91,41,64,20.81,9.9,4.13
2000-09-23,26.9,14.5,20.4,96,39,67,20.58,9.7,4.07
2000-09-24,27.8,16.1,21.3,91,39,66,19.5,12.2,4.08
2000-09-25,27.9,15.3,21.3,88,38,65,21.19,8.4,4.13
2000-09-26,27.9,15.9,21.4,84,40,65,19.49,8.9,3.91
2000-09-27,26.6,17.8,21.5,88,39,66,17.18,10.4,3.56
2000-09-28,25.9,16.3,20.5,89,40,65,16.05,10.2,3.42
2000-09-29,20.1,14.0,17.1,94,64,78,9.62,11.0,1.92
2000-09-30,21.1,12.8,16.8,94,41,68,14.98,11.5,3.04
2000-10-01,24.0,11.3,17.7,89,28,57,21.65,12.5,4.37
2000-10-02,27.5,11.4,19.3,74,28,51,21.92,13.0,4.72
2000-10-03,30.1,10.8,21.1,89,22,52,21.81,6.6,4.29
2000-10-04,31.4,11.6,21.5,86,17,49,21.74,7.7,4.44
2000-10-05,31.7,13.3,22.5,76,21,46,21.26,7.9,4.57
2000-10-06,31.3,14.2,22.5,77,18,45,20.46,6.8,4.14
2000-10-07,31.7,12.4,22.0,81,13,43,21.33,8.6,4.46
2000-10-08,30.8,11.8,21.3,74,16,41,20.42,9.4,4.4
2000-10-09,30.0,13.1,21.1,70,15,42,16.17,11.0,3.7
2000-10-10,25.3,15.1,19.8,90,30,56,18.78,15.6,4.11
2000-10-11,23.6,12.9,17.8,92,39,66,19.1,9.7,3.52
2000-10-12,21.7,11.7,15.2,93,40,80,11.84,24.4,2.31
2000-10-13,15.8,9.3,11.8,95,64,84,14.03,10.8,2.07
2000-10-14,18.1,4.7,11.8,99,39,70,20.19,13.4,3.23
2000-10-15,19.8,5.9,13.3,93,42,67,18.83,9.1,3.1
2000-10-16,22.4,7.3,15.0,92,39,67,18.93,6.6,3.28
2000-10-17,25.0,8.3,16.6,92,35,66,19.53,10.8,3.65
2000-10-18,26.9,8.2,17.4,94,23,61,19.7,5.1,3.55
2000-10-19,27.3,8.7,17.6,77,16,49,19.6,8.2,3.89
2000-10-20,23.0,10.3,15.9,76,25,57,18.32,14.3,3.47
2000-10-21,15.8,10.1,13.2,93,75,85,9.0,14.0,1.41
2000-10-22,14.5,7.1,10.8,99,46,75,13.51,7.2,2.06
2000-10-23,17.4,6.1,11.9,86,51,69,17.87,7.4,2.8
2000-10-24,19.5,6.2,13.1,91,49,73,16.35,5.6,2.7
2000-10-25,20.7,9.1,14.9,92,55,77,15.81,6.4,2.66
2000-10-26,21.4,10.0,15.7,95,52,75,16.17,8.9,2.85
2000-10-27,21.6,9.2,15.4,93,50,73,17.27,10.4,2.93
2000-10-28,23.9,8.1,16.4,91,40,66,17.82,6.2,3.11
2000-10-29,22.6,7.4,15.3,94,42,70,16.8,6.1,2.94
2000-10-30,21.2,10.0,15.4,96,52,75,16.05,7.2,2.7
2000-10-31,20.0,8.5,14.3,98,49,75,15.92,8.1,2.65
2000-11-01,20.5,8.3,14.3,96,45,70,16.9,11.8,2.9
2000-11-02,21.9,6.7,14.3,83,38,63,17.31,7.0,2.88
2000-11-03,21.9,6.2,14.6,93,36,66,17.12,9.3,2.91
2000-11-04,21.1,9.9,14.7,90,47,70,15.26,11.4,2.79
2000-11-05,22.2,6.4,14.4,96,41,68,16.03,9.4,2.88
2000-11-06,21.4,7.7,15.0,85,33,59,16.82,8.3,2.94
2000-11-07,16.2,9.1,12.7,89,64,75,7.77,13.4,1.54
2000-11-08,17.4,9.2,12.8,84,41,64,15.19,13.5,2.66
2000-11-09,19.9,5.8,12.9,88,37,61,15.61,8.8,2.74
2000-11-10,22.6,5.2,14.3,87,31,58,14.91,8.4,2.66
2000-11-11,23.8,7.1,15.0,81,29,57,14.6,7.3,2.61
2000-11-12,25.8,8.5,15.8,74,24,54,14.2,14.7,3.11
2000-11-13,24.0,11.0,16.6,77,31,61,12.2,18.1,2.89
2000-11-14,19.1,9.4,14.2,94,53,74,12.19,11.5,2.2
2000-11-15,12.2,5.9,10.0,96,67,82,10.67,21.1,1.36
2000-11-16,15.3,2.1,8.4,98,46,76,15.54,14.9,2.27
2000-11-17,17.8,2.2,9.7,94,35,70,15.57,11.9,2.53
2000-11-18,16.6,5.4,10.2,92,47,71,14.11,10.5,2.25
2000-11-19,16.7,2.3,10.1,92,43,68,15.1,5.8,2.24
2000-11-20,18.4,2.6,10.4,92,34,66,14.82,4.9,2.29
2000-11-21,18.3,3.1,10.3,93,40,71,14.7,7.6,2.3
2000-11-22,19.7,3.5,11.3,95,39,72,14.61,10.7,2.45
2000-11-23,19.7,5.1,12.7,94,32,67,13.6,10.5,2.45
2000-11-24,20.4,8.7,14.4,92,50,73,13.31,7.0,2.26
2000-11-25,22.2,6.7,14.0,97,40,71,14.0,10.6,2.63
2000-11-26,24.6,6.7,15.0,92,30,66,14.43,6.6,2.58
2000-11-27,25.7,7.2,15.5,87,25,59,14.27,9.5,2.71
2000-11-28,25.9,10.4,16.6,73,21,46,13.07,8.2,2.81
2000-11-29,19.6,7.7,13.8,83,49,67,12.39,9.5,2.01
2000-11-30,21.1,6.5,14.1,93,44,68,12.85,6.9,2.24
2000-12-01,20.0,5.7,13.1,90,37,65,14.01,5.6,2.26
2000-12-02,19.3,6.4,12.6,90,53,75,9.04,9.4,1.63
2000-12-03,21.6,7.6,13.9,94,37,68,12.37,9.6,2.22
2000-12-04,21.9,6.0,13.5,79,35,62,13.01,5.7,2.18
2000-12-05,21.1,7.5,13.8,80,37,62,9.1,6.1,1.75
2000-12-06,24.2,6.5,14.9,84,22,55,13.2,7.4,2.43
2000-12-07,22.8,11.5,15.8,49,27,39,6.99,10.0,2.45
2000-12-08,16.6,8.7,12.7,83,48,65,5.76,12.7,1.29
2000-12-09,16.9,8.6,13.0,93,44,72,10.17,10.3,1.8
2000-12-10,21.4,4.6,11.9,84,25,59,13.62,8.9,2.27
2000-12-11,22.7,4.2,12.2,77,17,52,13.68,7.3,2.49
2000-12-12,22.6,4.5,12.2,77,19,53,13.68,6.6,2.39
2000-12-13,22.5,4.3,12.4,77,23,54,13.6,6.5,2.37
2000-12-14,22.1,4.6,12.2,71,15,47,13.62,8.7,2.54
2000-12-15,20.0,3.7,11.0,75,20,50,13.36,7.2,2.36
2000-12-16,18.4,3.5,10.4,73,23,50,13.32,6.9,2.2
2000-12-17,17.4,3.1,9.9,88,35,62,12.79,8.4,2.11
2000-12-18,19.7,1.6,10.1,89,26,58,13.41,10.3,2.29
2000-12-19,20.1,3.0,10.8,69,15,38,13.53,10.8,2.75
2000-12-20,12.6,5.6,9.1,82,27,58,9.8,28.8,1.84
2000-12-21,17.2,1.6,9.2,91,34,65,12.95,11.1,2.1
2000-12-22,12.6,8.5,10.6,95,45,74,7.31,26.7,1.36
2000-12-23,17.6,3.8,10.6,91,42,73,12.6,10.0,1.94
2000-12-24,17.2,7.9,11.8,87,54,72,9.5,25.8,1.82
2000-12-25,17.7,8.3,12.5,90,53,76,10.19,20.3,1.8
2000-12-26,16.0,8.3,11.8,94,64,87,5.65,27.4,0.97
2000-12-27,11.5,7.6,9.8,98,83,91,7.19,27.2,0.9
2000-12-28,15.1,2.4,8.5,100,54,82,12.01,6.7,1.71
2000-12-29,17.7,3.5,10.1,93,49,75,12.38,6.5,1.89
2000-12-30,17.7,4.9,10.3,96,59,83,11.71,13.7,1.82
2000-12-31,19.7,3.6,11.0,95,45,76,13.67,11.7,2.18
2001-01-01,20.6,4.0,11.4,93,41,74,13.46,9.4,2.21
2001-01-02,17.8,5.4,11.2,97,55,81,12.36,6.6,1.9
2001-01-03,17.5,5.1,11.1,98,64,84,11.93,5.8,1.79
2001-01-04,19.4,5.6,11.9,99,52,82,11.25,9.1,1.82
2001-01-05,19.8,5.4,12.1,97,51,79,13.28,6.7,2.12
2001-01-06,13.9,7.3,9.9,99,63,87,6.11,19.6,0.89
2001-01-07,12.4,3.8,8.4,99,54,79,11.81,9.0,1.63
2001-01-08,16.2,1.4,8.2,89,42,72,12.57,11.4,1.85
2001-01-09,18.5,2.2,9.9,89,33,66,12.9,6.9,1.98
2001-01-10,19.9,4.3,11.0,89,37,66,13.74,7.0,2.25
