datetime,ta_max,ta_min,ta_mean,rh_max,rh_min,rh_mean,rs_mean,wind_speed_10m,et0_pm
2003-04-03,24.5,8.4,16.8,91,29,57,25.98,11.8,5.01
2003-04-04,25.2,7.4,16.4,92,28,59,26.04,11.2,4.87
2003-04-05,24.3,7.4,17.1,94,28,54,26.16,11.0,4.88
2003-04-06,26.0,8.9,17.7,90,29,57,24.77,9.7,4.71
2003-04-07,28.1,9.2,17.6,97,17,62,22.37,16.5,4.65
2003-04-08,19.2,10.9,14.0,99,59,87,18.42,17.1,2.94
2003-04-09,16.7,9.9,13.0,97,62,84,15.76,8.9,2.49
2003-04-10,18.4,9.3,13.7,97,53,78,17.35,9.1,2.89
2003-04-11,18.5,11.2,14.3,93,55,77,17.45,9.3,2.82
2003-04-12,23.0,7.5,15.9,99,51,75,26.47,10.0,4.49
2003-04-13,21.3,10.8,14.5,99,45,79,22.07,34.1,3.7
2003-04-14,13.9,7.7,10.4,94,61,81,18.64,19.1,2.47
2003-04-15,16.3,5.0,11.0,98,47,74,17.81,9.2,2.88
2003-04-16,18.1,9.4,13.3,91,51,73,20.46,10.2,3.3
2003-04-17,22.1,6.1,14.7,95,45,71,24.91,12.3,4.26
2003-04-18,20.4,9.4,14.5,95,60,81,17.07,17.9,2.97
2003-04-19,18.7,10.1,13.8,98,47,75,22.58,10.5,3.69
2003-04-20,19.3,7.8,13.7,90,41,66,27.2,8.0,4.38
2003-04-21,21.1,8.2,14.8,91,45,67,25.56,17.7,4.51
2003-04-22,18.4,9.6,14.3,91,46,68,21.05,28.9,3.66
2003-04-23,19.3,9.4,14.1,92,45,70,25.64,9.4,4.1
2003-04-24,25.8,6.9,17.0,93,37,65,25.57,11.8,4.8
2003-04-25,27.9,11.1,19.9,88,37,63,23.73,10.1,4.74
2003-04-26,27.5,12.0,20.2,95,35,64,27.45,10.7,5.32
2003-04-27,30.6,10.7,21.1,93,27,62,28.22,9.8,5.82
2003-04-28,27.7,12.7,20.4,92,31,64,27.63,13.5,5.57
2003-04-29,22.1,12.0,17.4,96,52,76,14.14,12.8,2.82
2003-04-30,24.5,13.8,18.1,95,42,71,18.45,15.5,3.86
2003-05-01,23.8,11.2,17.4,94,43,66,22.07,12.1,4.31
2003-05-02,23.9,11.5,17.4,91,42,65,21.86,13.8,4.32
2003-05-03,25.8,12.1,18.6,92,40,67,25.2,11.7,4.78
2003-05-04,24.1,13.0,18.0,97,46,73,18.55,10.7,3.55
2003-05-05,22.3,12.0,16.1,90,25,68,24.1,21.3,4.51
2003-05-06,17.9,9.7,13.2,95,39,69,23.13,12.8,3.9
2003-05-07,19.0,8.1,13.3,84,32,58,27.88,12.0,4.61
2003-05-08,22.7,7.1,15.1,93,33,61,28.76,12.5,5.21
2003-05-09,26.8,7.9,18.0,89,22,53,29.88,15.5,6.02
2003-05-10,30.5,10.2,20.7,81,23,52,25.3,10.7,5.6
2003-05-11,28.3,14.8,21.2,78,27,57,23.35,13.4,4.99
2003-05-12,28.5,11.9,20.2,95,29,64,25.99,11.9,5.27
2003-05-13,30.6,11.9,21.6,91,27,58,27.35,7.9,5.58
2003-05-14,33.7,13.3,23.1,88,19,56,25.08,11.8,5.63
2003-05-15,32.9,15.3,23.5,75,21,52,25.03,15.5,5.88
2003-05-16,27.5,14.8,21.0,85,39,62,26.61,13.3,5.57
2003-05-17,28.4,11.6,20.6,95,24,55,29.8,14.5,6.3
2003-05-18,34.7,13.4,24.1,84,18,49,27.79,11.1,6.46
2003-05-19,32.2,15.8,24.7,82,26,51,26.69,6.9,5.49
2003-05-20,34.9,15.0,24.9,80,16,49,27.49,15.5,6.53
2003-05-21,37.2,16.6,26.8,77,14,46,25.63,13.4,6.33
2003-05-22,37.3,17.7,28.1,68,13,38,27.54,8.4,6.26
2003-05-23,34.9,18.2,27.1,58,15,32,28.37,16.5,7.58
2003-05-24,29.6,15.7,22.9,78,19,43,28.39,14.1,6.61
2003-05-25,27.1,12.9,20.0,87,24,50,30.02,14.6,6.48
2003-05-26,32.0,11.9,22.5,70,14,37,30.65,12.2,7.13
2003-05-27,36.3,13.8,25.9,63,11,32,29.88,10.8,7.07
2003-05-28,39.0,16.3,27.9,59,10,31,28.03,14.0,6.96
2003-05-29,32.6,17.1,24.3,68,24,44,28.0,19.0,6.81
2003-05-30,28.3,15.0,21.6,86,35,58,28.12,12.1,5.96
2003-05-31,28.7,13.9,21.4,84,27,53,29.63,13.4,6.25
2003-06-01,27.4,15.0,21.0,84,28,56,28.74,14.4,6.01
2003-06-02,28.7,13.3,21.2,93,28,58,29.07,12.6,6.08
2003-06-03,30.0,13.4,22.2,89,32,55,28.23,12.8,6.13
2003-06-04,28.8,14.4,21.3,93,37,63,27.03,13.4,5.79
2003-06-05,29.8,15.7,22.3,89,38,63,25.86,16.0,5.7
2003-06-06,34.2,14.8,24.0,96,27,61,27.53,12.7,6.22
2003-06-07,35.1,15.5,25.4,95,19,54,28.08,10.9,6.16
2003-06-08,33.8,15.9,25.5,89,26,54,27.23,9.4,5.98
2003-06-09,34.4,17.0,25.8,89,27,56,26.55,11.5,6.01
2003-06-10,34.6,17.9,26.3,78,24,50,25.42,12.6,5.96
2003-06-11,37.4,20.1,28.0,67,14,42,22.12,15.9,6.39
2003-06-12,39.4,19.2,29.7,55,8,30,27.41,26.1,8.87
2003-06-13,35.4,18.5,26.5,62,21,44,20.96,12.1,5.24
2003-06-14,34.8,20.9,26.4,70,23,51,18.85,20.5,5.26
2003-06-15,33.2,17.2,26.0,89,28,56,26.59,9.9,5.92
2003-06-16,29.8,17.7,23.6,88,36,61,27.83,17.3,6.06
2003-06-17,29.1,14.9,22.2,90,31,57,29.47,14.5,6.37
2003-06-18,34.6,14.8,24.7,89,29,54,30.06,13.1,6.91
2003-06-19,35.5,16.4,26.5,82,28,52,30.38,15.9,7.3
2003-06-20,31.8,16.9,24.7,85,32,56,29.96,11.1,6.49
2003-06-21,31.1,17.8,24.0,89,36,62,29.21,11.5,6.27
2003-06-22,30.1,16.9,23.3,88,39,61,27.32,13.5,5.91
2003-06-23,29.4,16.3,22.9,91,36,61,27.0,14.8,5.82
2003-06-24,30.3,17.0,23.6,88,35,61,28.96,10.7,6.04
2003-06-25,32.9,18.1,25.3,84,28,56,29.59,12.2,6.4
2003-06-26,32.4,17.4,25.1,84,28,54,29.28,12.4,6.46
2003-06-27,33.7,17.3,25.1,79,24,52,26.06,13.9,5.9
2003-06-28,32.9,16.3,24.5,88,27,56,28.8,9.4,6.06
2003-06-29,34.6,18.1,25.8,81,22,53,28.0,9.1,6.31
2003-06-30,34.5,17.3,26.6,83,23,47,27.52,11.4,6.61
2003-07-01,34.4,16.9,26.3,78,20,43,28.23,11.9,6.76
2003-07-02,33.1,17.9,25.4,79,26,49,28.85,15.9,6.91
2003-07-03,31.4,16.8,23.7,86,27,55,29.46,15.5,6.82
2003-07-04,31.4,15.9,23.6,81,25,51,29.73,13.7,6.82
2003-07-05,30.3,17.4,23.3,83,34,58,28.27,13.0,6.3
2003-07-06,33.0,16.3,24.7,91,29,56,29.1,10.6,6.49
2003-07-07,35.8,18.8,27.1,78,23,51,28.92,9.7,6.29
2003-07-08,36.9,17.5,27.7,82,21,50,27.18,9.9,6.4
2003-07-09,38.2,18.7,29.1,82,21,46,24.74,7.2,5.73
2003-07-10,41.7,21.5,31.5,66,10,38,24.13,10.5,6.08
2003-07-11,39.5,21.8,30.6,62,18,40,24.09,15.5,6.49
2003-07-12,36.6,21.3,29.0,70,22,44,27.09,13.7,6.92
2003-07-13,34.7,18.5,26.8,79,24,47,26.65,15.4,6.51
2003-07-14,31.9,16.7,24.5,87,27,53,28.51,11.6,6.49
2003-07-15,31.1,16.9,23.9,77,26,49,29.09,13.4,6.65
2003-07-16,32.4,16.4,24.5,89,31,56,25.56,11.7,5.89
2003-07-17,37.5,18.1,27.9,77,20,46,24.3,9.3,5.91
2003-07-18,39.6,20.4,30.3,76,15,44,25.83,10.0,6.59
2003-07-19,42.5,21.0,31.8,73,10,39,26.27,10.0,6.62
2003-07-20,36.3,20.2,28.8,66,23,43,27.63,10.2,6.62
2003-07-21,36.3,18.5,27.9,87,24,52,27.13,9.6,6.39
2003-07-22,37.2,18.3,28.2,87,21,51,24.32,9.8,5.75
2003-07-23,35.9,20.2,27.9,79,27,50,23.72,8.2,5.57
2003-07-24,36.6,19.6,28.3,78,22,47,26.09,9.3,6.13
2003-07-25,37.6,19.9,28.6,75,19,45,27.36,9.5,6.68
2003-07-26,36.1,19.7,28.4,75,24,46,27.01,10.4,6.59
2003-07-27,35.1,20.0,27.6,83,28,53,27.72,13.8,6.83
2003-07-28,37.9,19.9,29.0,79,23,48,27.57,14.8,6.92
2003-07-29,43.7,20.9,31.9,73,7,39,25.57,20.0,7.1
2003-07-30,42.1,22.7,32.4,52,10,30,24.18,21.5,6.83
2003-07-31,43.2,22.8,33.3,48,8,25,24.96,21.1,7.97
2003-08-01,42.6,22.5,33.5,45,8,26,23.92,15.4,7.57
2003-08-02,42.1,22.1,31.8,53,11,35,23.89,8.4,5.81
2003-08-03,37.7,22.1,30.0,60,24,42,23.84,13.3,6.37
2003-08-04,41.3,23.3,32.4,54,11,33,26.13,16.1,6.58
2003-08-05,39.8,22.4,31.3,64,15,39,25.95,10.5,6.53
2003-08-06,40.1,21.0,30.8,62,13,37,24.29,17.4,6.42
2003-08-07,37.9,21.6,30.2,64,16,36,23.86,15.1,6.3
2003-08-08,38.1,19.6,29.3,71,12,36,25.93,12.8,6.41
2003-08-09,37.0,21.3,29.1,62,16,40,21.23,16.4,5.72
2003-08-10,36.1,22.3,28.4,62,20,44,21.52,14.2,5.51
2003-08-11,39.0,20.9,29.8,75,14,42,25.76,6.9,6.2
2003-08-12,38.3,21.7,29.7,61,19,41,24.25,19.5,6.38
2003-08-13,37.8,21.6,29.8,74,23,47,24.64,7.8,5.99
2003-08-14,36.8,21.1,29.5,78,19,46,22.9,8.3,5.29
2003-08-15,37.1,21.8,29.7,72,17,41,25.86,14.4,6.75
2003-08-16,34.4,19.7,27.7,62,20,39,24.92,16.2,6.55
2003-08-17,31.8,18.3,25.2,86,31,56,26.04,11.7,5.93
2003-08-18,34.6,17.4,26.5,84,25,49,26.27,12.0,6.29
2003-08-19,35.7,19.0,27.8,81,25,49,26.12,12.4,6.2
2003-08-20,32.5,19.5,26.3,85,34,55,25.44,11.5,5.81
2003-08-21,32.4,18.9,25.4,91,36,61,24.85,12.1,5.61
2003-08-22,31.2,17.8,24.5,93,39,63,24.2,11.4,5.38
2003-08-23,32.6,18.3,25.3,89,36,61,25.32,13.2,5.73
2003-08-24,31.7,17.7,24.7,89,32,59,25.96,12.7,5.68
2003-08-25,31.8,16.8,24.4,88,27,55,26.19,12.0,6.07
2003-08-26,32.3,16.9,24.6,89,28,55,26.02,11.9,6.11
2003-08-27,31.1,16.8,24.0,86,34,56,25.07,11.5,5.61
2003-08-28,30.0,16.6,23.3,88,29,56,24.78,11.3,5.47
2003-08-29,31.5,17.2,24.0,91,34,60,25.15,11.5,5.51
2003-08-30,32.8,18.0,25.0,78,29,56,24.02,7.7,4.95
2003-08-31,35.0,18.2,26.5,84,20,51,21.1,6.9,4.59
2003-09-01,35.5,17.7,27.2,76,24,47,23.62,13.0,5.71
2003-09-02,34.3,19.4,26.7,77,28,51,24.43,12.6,5.89
2003-09-03,35.9,17.2,26.7,85,21,49,23.28,11.5,5.75
2003-09-04,28.5,18.0,23.2,83,38,58,21.4,13.3,4.87
2003-09-05,30.0,16.0,22.6,87,36,60,24.17,12.3,5.36
2003-09-06,32.0,15.6,23.8,89,29,56,24.26,11.9,5.62
2003-09-07,33.8,16.0,25.2,91,25,53,24.37,10.5,5.7
2003-09-08,34.8,15.8,25.6,84,21,48,24.49,13.7,5.95
2003-09-09,31.7,16.0,24.0,78,23,50,25.13,13.0,5.92
2003-09-10,32.6,15.2,23.9,89,29,56,24.3,11.5,5.49
2003-09-11,35.8,16.7,26.2,78,25,49,23.69,11.9,5.6
2003-09-12,38.3,18.5,28.0,63,11,35,21.43,11.0,5.55
2003-09-13,38.1,20.7,28.3,47,12,30,21.63,16.3,6.32
2003-09-14,37.1,19.4,27.7,59,13,36,21.24,15.9,5.21
2003-09-15,36.6,19.2,28.0,54,15,33,22.58,11.2,5.57
2003-09-16,35.9,18.5,27.5,58,14,33,22.96,11.0,5.75
2003-09-17,33.9,18.4,26.0,55,17,38,21.58,16.6,5.6
2003-09-18,34.0,18.4,25.5,68,15,41,22.08,11.3,5.3
2003-09-19,34.3,18.1,25.1,69,18,48,18.05,11.5,4.64
2003-09-20,35.9,18.1,26.8,72,12,42,21.09,14.1,5.52
2003-09-21,36.7,18.8,27.1,66,11,38,19.93,19.1,5.82
2003-09-22,30.8,19.1,24.5,69,31,52,21.36,14.1,5.03
2003-09-23,28.2,16.0,21.9,86,34,58,22.05,12.2,4.93
2003-09-24,28.8,14.1,21.7,90,34,59,21.75,10.2,4.62
2003-09-25,31.2,14.8,23.4,90,31,57,21.59,10.4,4.84
2003-09-26,32.4,15.8,24.7,88,29,55,21.72,10.0,5.01
2003-09-27,32.7,15.6,24.7,91,25,55,21.93,9.6,4.94
2003-09-28,31.6,16.2,24.3,85,30,53,22.06,9.9,5.01
2003-09-29,32.0,15.0,24.1,91,23,52,22.13,8.4,4.87
2003-09-30,32.3,15.1,23.9,83,21,51,21.76,22.0,5.57
2003-10-01,27.4,16.0,21.6,82,37,60,18.05,17.3,4.04
2003-10-02,29.1,14.3,21.7,92,28,61,20.64,12.3,4.53
2003-10-03,31.4,16.2,23.6,82,17,47,19.69,11.5,4.78
2003-10-04,26.1,17.6,20.8,92,42,64,13.08,20.2,3.31
2003-10-05,18.2,15.3,16.6,98,81,92,6.94,7.1,1.26
2003-10-06,20.4,13.5,16.6,98,61,82,13.31,9.8,2.3
2003-10-07,23.5,12.3,18.1,96,54,75,19.92,12.0,3.54
2003-10-08,25.7,10.7,19.0,93,51,72,20.58,8.4,3.76
2003-10-09,26.7,12.2,19.5,95,48,75,19.81,6.1,3.69
2003-10-10,28.6,13.2,21.1,94,42,69,18.27,6.6,3.69
2003-10-11,28.7,18.4,22.6,85,38,65,16.62,13.3,3.55
2003-10-12,27.6,14.3,20.9,96,44,73,18.64,6.8,3.51
2003-10-13,25.1,15.1,19.8,86,44,67,9.4,7.4,2.11
2003-10-14,23.5,15.4,18.8,98,49,75,13.63,10.0,2.73
2003-10-15,23.5,12.8,18.0,92,40,65,18.71,9.1,3.52
2003-10-16,22.3,10.9,16.9,92,36,64,17.73,8.9,3.28
2003-10-17,20.7,12.4,16.0,94,43,71,16.11,5.7,2.72
2003-10-18,24.0,9.0,16.7,90,36,65,17.45,8.0,3.32
2003-10-19,25.7,11.0,18.4,91,39,68,17.39,16.2,3.62
2003-10-20,25.2,15.4,20.0,91,47,72,16.23,13.8,3.23
2003-10-21,26.5,14.9,19.7,97,43,73,14.08,11.5,2.92
2003-10-22,18.9,15.7,17.2,98,87,93,5.32,9.5,0.98
2003-10-23,18.3,13.6,15.8,99,81,95,4.44,15.6,0.87
2003-10-24,15.2,12.3,13.5,98,73,86,6.66,9.7,1.16
2003-10-25,21.2,9.0,15.2,92,42,73,15.15,13.4,2.69
2003-10-26,20.1,10.0,15.4,94,62,82,14.4,11.6,2.44
2003-10-27,20.8,10.6,15.8,96,64,83,14.27,14.0,2.45
2003-10-28,21.0,11.5,15.9,97,59,81,13.97,9.8,2.49
2003-10-29,19.4,14.0,16.4,87,50,72,12.72,9.0,2.29
2003-10-30,19.2,11.2,14.6,96,56,78,14.73,11.2,2.43
2003-10-31,18.4,7.6,13.1,97,55,79,13.5,23.2,2.43
2003-11-01,16.3,10.3,12.9,99,52,79,12.3,21.3,1.99
2003-11-02,20.5,6.0,13.0,87,48,72,17.43,10.0,2.9
2003-11-03,23.2,7.7,14.9,87,39,64,17.24,11.3,3.31
2003-11-04,24.7,9.5,16.2,86,33,63,16.95,8.0,3.11
2003-11-05,25.6,9.5,16.8,87,31,67,16.78,6.1,3.0
2003-11-06,25.8,9.8,16.9,86,28,62,16.67,6.1,3.02
2003-11-07,25.4,10.2,17.3,87,28,61,15.93,5.7,2.98
2003-11-08,24.0,10.9,16.8,84,32,63,13.13,8.8,2.59
2003-11-09,23.5,11.5,17.0,86,33,64,12.86,9.0,2.52
2003-11-10,21.4,8.9,15.2,94,48,73,13.7,8.5,2.44
2003-11-11,19.3,11.8,14.8,91,51,73,12.93,11.1,2.34
2003-11-12,21.7,6.7,13.9,87,35,64,15.97,7.1,2.78
2003-11-13,23.8,6.4,14.7,88,28,62,15.92,5.4,2.77
2003-11-14,24.4,7.2,15.3,88,28,61,15.59,7.7,2.91
2003-11-15,22.7,7.6,14.8,88,28,62,15.65,20.9,3.3
2003-11-16,12.9,9.2,11.1,97,77,89,6.24,21.6,1.0
2003-11-17,14.8,8.2,10.9,97,60,83,8.01,7.2,1.3
2003-11-18,17.7,5.5,11.6,92,54,77,13.42,11.5,2.13
2003-11-19,18.2,6.3,12.1,91,54,76,15.1,8.9,2.36
2003-11-20,19.1,4.8,11.8,92,48,74,15.21,4.7,2.37
2003-11-21,19.8,4.8,12.2,93,49,75,14.82,12.2,2.41
2003-11-22,16.7,8.2,12.0,98,66,83,8.89,18.0,1.48
2003-11-23,13.3,8.5,10.8,98,63,87,8.53,20.0,1.18
2003-11-24,12.6,4.4,8.3,96,73,87,6.1,30.6,0.91
2003-11-25,13.5,8.2,10.2,100,82,93,7.13,26.6,0.98
2003-11-26,15.1,5.3,9.9,97,61,84,11.52,9.8,1.68
2003-11-27,16.8,3.1,9.7,96,57,81,14.18,9.8,2.09
2003-11-28,16.6,5.2,10.3,96,57,82,12.5,9.8,1.88
2003-11-29,16.8,4.4,10.1,97,58,80,12.34,8.0,1.85
2003-11-30,17.0,4.3,10.3,97,59,81,12.83,7.7,1.92
2003-12-01,13.1,4.8,8.9,98,69,91,3.92,15.9,0.67
2003-12-02,10.8,4.1,7.2,99,75,91,10.52,17.1,1.2
2003-12-03,11.9,-1.0,5.4,99,48,80,12.82,14.0,1.75
2003-12-04,12.8,6.0,8.9,97,73,87,7.1,13.8,1.03
2003-12-05,14.3,3.5,8.5,98,65,88,8.25,14.4,1.2
2003-12-06,17.5,4.4,10.1,95,51,78,12.35,12.8,1.93
2003-12-07,17.2,3.8,10.2,97,57,81,13.16,7.2,1.96
2003-12-08,17.8,3.8,10.3,95,50,80,11.26,12.1,1.84
2003-12-09,14.7,10.0,12.0,96,68,84,7.53,17.7,1.31
2003-12-10,13.0,8.8,11.2,100,68,85,7.2,20.9,1.1
2003-12-11,15.0,6.4,9.9,95,60,82,12.74,10.8,1.8
2003-12-12,16.3,1.4,8.3,95,55,81,13.33,6.9,1.91
2003-12-13,18.6,2.6,9.8,94,53,79,13.19,5.1,1.98
2003-12-14,19.6,2.6,10.2,97,49,79,13.29,5.9,2.05
2003-12-15,18.2,2.9,9.9,97,55,81,12.56,5.6,1.91
2003-12-16,18.7,4.3,11.0,99,60,82,11.87,5.7,1.85
2003-12-17,18.7,6.9,12.1,95,60,81,12.9,7.2,1.99
2003-12-18,17.0,4.9,10.9,98,62,84,12.65,7.6,1.88
2003-12-19,20.6,4.5,11.6,95,46,78,13.02,7.9,2.1
2003-12-20,21.0,7.2,12.7,93,50,72,8.81,7.6,1.64
2003-12-21,21.2,7.3,12.7,91,58,72,8.52,7.3,1.58
2003-12-22,20.5,5.8,12.1,94,47,78,10.12,12.3,1.8
2003-12-23,19.4,4.0,10.9,90,45,73,13.61,11.7,2.21
2003-12-24,19.9,2.4,10.4,92,39,72,13.52,6.2,2.11
2003-12-25,20.2,5.6,11.9,89,37,65,12.79,6.2,2.11
2003-12-26,19.4,6.8,12.1,90,45,74,8.22,6.0,1.42
2003-12-27,18.9,8.0,12.3,87,39,71,9.27,8.9,1.67
2003-12-28,13.8,7.7,10.7,97,80,90,5.36,10.9,0.83
2003-12-29,14.2,8.2,10.6,98,65,86,9.31,14.3,1.35
2003-12-30,14.2,2.5,8.3,91,56,78,13.59,14.6,1.88
2003-12-31,14.8,1.2,7.9,94,53,77,13.56,14.6,1.93
2004-01-01,15.7,3.2,8.8,93,57,81,12.19,13.6,1.78
2004-01-02,15.4,6.9,10.3,98,66,86,9.92,8.2,1.47
2004-01-03,16.0,7.6,10.7,94,60,82,10.77,12.5,1.64
2004-01-04,16.1,2.8,9.1,94,56,79,13.17,9.0,1.92
2004-01-05,18.9,3.4,10.6,90,45,71,13.47,8.4,2.12
2004-01-06,18.9,4.9,10.7,92,44,69,12.81,12.3,2.2
2004-01-07,17.4,3.9,10.4,86,48,74,11.57,6.4,1.81
2004-01-08,17.9,5.2,10.8,97,50,78,13.42,10.8,2.12
2004-01-09,18.7,3.3,10.4,94,45,75,13.83,9.5,2.24
2004-01-10,19.8,3.9,11.4,94,48,76,13.8,10.1,2.29
2004-01-11,18.4,4.5,11.3,96,56,80,9.54,6.0,1.6
2004-01-12,19.8,5.0,12.0,96,49,74,13.19,6.0,2.15
2004-01-13,20.2,3.8,11.3,94,44,75,13.94,10.5,2.25
2004-01-14,18.4,4.1,10.6,95,55,80,13.29,8.8,2.08
2004-01-15,16.4,3.6,9.6,99,62,83,12.37,8.7,1.81
2004-01-16,15.8,2.7,9.7,98,61,82,13.24,7.7,1.87
2004-01-17,17.6,3.0,10.4,98,55,78,13.41,9.7,2.04
2004-01-18,15.9,4.0,9.8,98,54,78,13.3,10.2,2.03
2004-01-19,12.5,4.4,8.0,96,35,69,14.16,12.5,2.1
2004-01-20,14.8,-1.8,6.2,84,24,57,15.27,10.9,2.45
2004-01-21,16.8,0.3,7.9,76,28,56,15.29,11.1,2.55
2004-01-22,15.4,-0.4,7.5,92,38,66,12.92,6.8,1.96
2004-01-23,17.3,0.6,8.9,94,38,67,14.9,12.4,2.36
2004-01-24,17.0,0.2,8.3,96,38,72,15.07,9.2,2.35
2004-01-25,17.9,2.4,9.7,97,45,75,14.35,7.3,2.19
2004-01-26,18.8,2.0,10.2,98,41,73,14.88,6.9,2.35
2004-01-27,18.9,3.3,10.9,98,48,75,14.75,6.3,2.33
2004-01-28,17.5,4.2,11.2,99,52,74,14.44,6.9,2.21
2004-01-29,15.7,3.8,10.1,97,52,78,13.2,7.4,1.99
2004-01-30,15.3,6.7,10.7,95,63,81,11.25,7.0,1.67
2004-01-31,19.0,3.0,10.5,94,39,71,15.58,9.4,2.5
2004-02-01,20.4,3.9,11.5,94,35,68,15.39,6.5,2.55
2004-02-02,22.4,5.7,13.4,86,28,62,16.37,6.4,2.82
2004-02-03,23.3,5.7,13.5,82,22,53,16.74,8.6,3.12
2004-02-04,23.8,6.5,14.0,75,21,49,16.82,6.9,3.03
2004-02-05,23.8,5.5,13.9,73,22,52,16.97,5.6,2.93
2004-02-06,22.7,5.8,13.5,79,25,55,17.27,6.8,3.06
2004-02-07,21.1,4.9,12.6,87,31,63,15.8,5.9,2.69
2004-02-08,20.9,3.8,12.0,86,27,61,16.42,5.5,2.72
2004-02-09,21.5,5.1,12.9,82,32,60,14.85,9.0,2.67
2004-02-10,20.5,8.0,13.2,76,26,53,11.5,9.0,2.37
2004-02-11,20.5,6.8,13.4,78,28,56,17.22,7.5,2.95
2004-02-12,21.6,5.0,13.2,87,23,56,17.37,9.4,3.23
2004-02-13,22.9,5.6,13.7,82,18,53,17.99,13.3,3.5
2004-02-14,19.9,5.1,12.2,81,28,59,18.19,16.6,3.23
2004-02-15,17.7,5.8,11.3,95,30,65,17.8,12.8,3.09
2004-02-16,21.6,3.5,12.0,77,18,50,19.36,9.3,3.36
2004-02-17,22.7,3.9,12.8,71,14,44,16.01,8.0,3.0
2004-02-18,22.8,7.0,13.9,62,19,39,11.6,14.3,3.14
2004-02-19,22.2,10.5,15.4,49,23,36,14.58,14.7,3.77
2004-02-20,20.6,8.7,13.6,89,36,65,13.75,15.3,2.63
2004-02-21,12.9,8.1,10.4,94,81,88,7.62,18.5,1.11
2004-02-22,15.0,5.4,10.2,98,43,74,14.46,12.4,2.29
2004-02-23,18.8,4.3,11.5,93,41,69,19.77,8.7,3.16
2004-02-24,20.7,5.2,12.5,87,37,66,16.51,18.6,3.18
2004-02-25,15.3,7.2,11.3,96,63,83,12.57,24.1,1.88
2004-02-26,12.5,6.8,9.3,93,65,84,13.45,26.6,1.73
2004-02-27,13.4,5.5,9.1,97,49,75,15.24,9.4,2.33
2004-02-28,14.7,5.3,9.7,93,43,70,16.44,12.6,2.56
2004-02-29,15.3,0.5,8.2,94,45,71,20.64,11.7,3.03
2004-03-01,16.4,0.7,9.2,95,39,66,20.66,10.4,3.14
2004-03-02,15.7,9.2,11.9,93,60,76,12.99,16.6,2.09
2004-03-03,19.3,2.3,10.7,88,26,61,22.12,12.6,3.76
2004-03-04,20.1,2.9,11.5,81,34,60,21.72,10.2,3.66
2004-03-05,21.7,3.7,13.1,95,27,61,21.49,14.2,3.82
2004-03-06,23.0,3.4,13.0,86,21,55,22.31,6.8,3.96
2004-03-07,24.0,3.6,13.6,84,25,57,22.43,9.3,4.0
2004-03-08,25.6,6.0,15.4,82,17,55,19.16,11.2,3.85
2004-03-09,25.5,7.4,15.9,76,15,49,20.78,10.7,4.1
2004-03-10,22.5,6.2,14.0,85,26,55,22.17,11.6,4.15
2004-03-11,24.3,4.5,14.6,93,25,59,22.8,12.1,4.26
2004-03-12,20.6,6.9,13.8,88,40,67,19.97,16.8,3.57
2004-03-13,13.8,6.4,10.9,97,63,82,13.36,19.6,1.95
2004-03-14,14.5,4.6,9.1,95,43,71,17.07,13.8,2.67
2004-03-15,18.9,2.9,11.0,90,41,68,23.44,13.2,3.68
2004-03-16,22.8,4.2,13.5,94,30,67,23.49,7.3,4.08
2004-03-17,24.6,5.6,15.0,90,26,61,23.85,9.0,4.48
2004-03-18,24.2,6.6,15.7,91,27,60,23.68,12.7,4.64
2004-03-19,22.7,9.2,15.4,94,28,63,23.26,16.3,4.46
2004-03-20,25.9,7.0,16.4,92,24,60,23.86,11.5,4.42
2004-03-21,27.9,9.3,18.4,78,17,46,24.02,8.9,4.8
2004-03-22,26.8,8.5,17.8,89,24,55,23.36,11.4,4.81
2004-03-23,25.3,7.5,16.9,91,22,55,24.05,14.3,4.88
2004-03-24,27.5,8.1,17.0,84,17,54,16.78,20.3,4.24
2004-03-25,26.4,10.3,18.3,76,25,48,20.92,16.5,4.98
2004-03-26,20.5,9.4,14.4,97,34,69,23.03,18.0,4.05
2004-03-27,20.6,8.6,14.2,95,34,66,21.79,21.3,4.01
2004-03-28,12.9,6.9,9.2,97,79,89,7.56,21.3,1.03
2004-03-29,14.4,6.4,10.0,89,50,73,15.46,18.8,2.49
2004-03-30,14.5,6.4,10.0,95,46,75,18.6,14.7,2.8
2004-03-31,16.6,2.6,10.1,98,50,75,21.66,9.9,3.32
2004-04-01,17.6,7.9,12.4,96,48,73,22.99,13.5,3.62
2004-04-02,15.3,10.0,12.1,96,63,80,9.64,11.1,1.7
2004-04-03,25.1,6.6,16.0,91,38,64,26.29,13.3,4.79
2004-04-04,29.0,8.8,18.5,89,16,50,25.03,9.3,4.97
2004-04-05,30.2,10.0,20.0,77,14,44,23.29,10.6,5.26
2004-04-06,26.7,12.9,20.0,72,25,46,21.76,11.6,4.68
2004-04-07,26.8,10.9,19.0,77,26,53,18.31,16.3,4.31
2004-04-08,28.7,13.1,19.6,77,19,51,22.91,18.3,5.4
2004-04-09,17.8,11.7,14.1,94,60,79,15.37,17.7,2.49
2004-04-10,16.2,8.6,12.3,88,44,67,19.18,9.6,3.1
2004-04-11,17.5,9.4,13.0,91,36,62,19.86,12.8,3.43
2004-04-12,19.6,5.7,12.8,79,34,55,24.86,13.5,4.32
