                     temp  dwpt   rhum  prcp  snow   wdir  wspd  wpgt    pres  \
time                                                                            
2024-01-10 00:00:00  13.0   0.0   41.0   0.0   NaN  180.0   3.6   NaN  1021.7   
2024-01-10 01:00:00  12.0   0.1   44.0   0.0   NaN  168.0   3.6   NaN  1021.0   
2024-01-10 02:00:00  10.0   0.0   50.0   0.0   NaN  151.0   1.8   NaN  1021.0   
2024-01-10 03:00:00   9.7   0.6   53.0   0.0   NaN   90.0   5.4   NaN  1021.1   
2024-01-10 04:00:00   9.0   0.9   57.0   0.0   NaN  115.0   3.6   NaN  1020.0   
2024-01-10 05:00:00   8.0   0.9   61.0   0.0   NaN   40.0   7.6   NaN  1019.0   
2024-01-10 06:00:00   9.2   0.9   56.0   0.0   NaN  130.0   9.4   NaN  1020.5   
2024-01-10 07:00:00   8.0   0.0   57.0   0.0   NaN   50.0   9.4   NaN  1020.0   
2024-01-10 08:00:00   8.0   0.0   57.0   0.0   NaN  100.0   7.6   NaN  1021.0   
2024-01-10 09:00:00  11.3   1.0   49.0   0.0   NaN   50.0   3.6   NaN  1022.0   
2024-01-10 10:00:00  14.0   1.9   44.0   0.0   NaN  130.0   5.4   NaN  1022.0   
2024-01-10 11:00:00  18.0   1.9   34.0   0.0   NaN  140.0   7.6   NaN  1021.0   
2024-01-10 12:00:00  21.2   2.9   30.0   0.0   NaN  110.0   3.6   NaN  1019.0   
2024-01-10 13:00:00  21.0   3.2   31.0   0.0   NaN  340.0   9.4   NaN  1019.0   
2024-01-10 14:00:00  22.0   3.1   29.0   0.0   NaN  340.0  11.2   NaN  1018.0   
2024-01-10 15:00:00  23.3   4.8   30.0   0.0   NaN  320.0   7.6   NaN  1016.6   
2024-01-10 16:00:00  23.0   5.9   33.0   0.0   NaN  320.0   5.4   NaN  1018.0   
2024-01-10 17:00:00  23.0   5.9   33.0   0.0   NaN  340.0   9.4   NaN  1019.0   
2024-01-10 18:00:00  20.3   6.3   40.0   0.0   NaN   10.0   7.6   NaN  1017.3   
2024-01-10 19:00:00  18.0   7.1   49.0   0.0   NaN   60.0  11.2   NaN  1019.0   
2024-01-10 20:00:00  17.0   5.9   48.0   0.0   NaN   50.0   5.4   NaN  1019.0   
2024-01-10 21:00:00  15.9   5.8   51.0   0.0   NaN  130.0   9.4   NaN  1018.6   
2024-01-10 22:00:00  15.0   4.9   51.0   0.0   NaN  170.0   3.6   NaN  1019.0   
2024-01-10 23:00:00  14.0   4.0   51.0   0.0   NaN  180.0   7.6   NaN  1019.0   
2024-01-11 00:00:00  12.5   4.0   56.0   0.0   NaN  340.0   3.6   NaN  1019.6   
2024-01-11 01:00:00  11.0   3.0   58.0   0.0   NaN  154.0   3.6   NaN  1019.0   
2024-01-11 02:00:00  11.0   2.0   54.0   0.0   NaN  180.0   5.4   NaN  1019.0   
2024-01-11 03:00:00  11.3   2.3   54.0   0.0   NaN  160.0   3.6   NaN  1019.8   
2024-01-11 04:00:00   9.0   2.1   62.0   0.0   NaN  100.0   9.4   NaN  1019.0   
2024-01-11 05:00:00   8.0   2.0   66.0   0.0   NaN   90.0   5.4   NaN  1019.0   
2024-01-11 06:00:00   7.6   1.7   66.0   0.0   NaN  100.0   7.6   NaN  1020.4   
2024-01-11 07:00:00   8.0   2.0   66.0   0.0   NaN   90.0  11.2   NaN  1019.0   
2024-01-11 08:00:00   7.0   1.1   66.0   0.0   NaN   80.0   7.6   NaN  1020.0   
2024-01-11 09:00:00  12.2   2.9   53.0   0.0   NaN  120.0   3.6   NaN  1019.8   
2024-01-11 10:00:00  17.0   4.0   42.0   0.0   NaN   87.0   3.6   NaN  1020.0   
2024-01-11 11:00:00  20.0   4.9   37.0   0.0   NaN   20.0   3.6   NaN  1019.0   
2024-01-11 12:00:00  21.2   4.7   34.0   0.0   NaN   40.0   9.4   NaN  1017.2   
2024-01-11 13:00:00  23.0   5.0   31.0   0.0   NaN   10.0   9.4   NaN  1018.0   
2024-01-11 14:00:00  24.0   3.8   27.0   0.0   NaN   50.0   5.4   NaN  1018.0   
2024-01-11 15:00:00  24.8   4.0   26.0   0.0   NaN   20.0   5.4   NaN  1015.8   
2024-01-11 16:00:00  24.0   2.8   25.0   0.0   NaN   90.0   3.6   NaN  1017.0   
2024-01-11 17:00:00  23.0   1.9   25.0   0.0   NaN   20.0   7.6   NaN  1017.0   
2024-01-11 18:00:00  21.5   1.7   27.0   0.0   NaN  320.0   7.6   NaN  1016.0   
2024-01-11 19:00:00  19.0   1.0   30.0   0.0   NaN  260.0   7.6   NaN  1018.0   
2024-01-11 20:00:00  17.0   1.0   34.0   0.0   NaN  150.0   3.6   NaN  1018.0   
2024-01-11 21:00:00  17.2   2.0   36.0   0.0   NaN  180.0  11.2   NaN  1017.4   
2024-01-11 22:00:00  15.0   1.1   39.0   0.0   NaN  178.0   1.8   NaN  1019.0   
2024-01-11 23:00:00  14.0   0.9   41.0   0.0   NaN  150.0   5.4   NaN  1019.0   
2024-01-12 00:00:00  14.6   0.8   39.0   0.0   NaN  180.0  13.0   NaN  1018.4   
2024-01-12 01:00:00  11.0   1.0   50.0   0.0   NaN   70.0   5.4   NaN  1018.0   
2024-01-12 02:00:00  10.0   1.1   54.0   0.0   NaN   90.0  11.2   NaN  1018.0   
2024-01-12 03:00:00   9.1   0.3   54.0   0.0   NaN  120.0   3.6   NaN  1019.1   
2024-01-12 04:00:00   8.0   0.9   61.0   0.0   NaN   80.0   9.4   NaN  1018.0   
2024-01-12 05:00:00   8.0   0.0   57.0   0.0   NaN  100.0  11.2   NaN  1018.0   
2024-01-12 06:00:00   7.8   0.3   59.0   0.0   NaN  130.0   3.6   NaN  1019.3   
2024-01-12 07:00:00   8.0   0.9   61.0   0.0   NaN   80.0   7.6   NaN  1019.0   
2024-01-12 08:00:00   8.0   0.0   57.0   0.0   NaN   90.0  11.2   NaN  1019.0   
2024-01-12 09:00:00  12.1   1.4   48.0   0.0   NaN   50.0   7.6   NaN  1020.0   
2024-01-12 10:00:00  16.0   2.0   39.0   0.0   NaN   70.0  11.2   NaN  1021.0   
2024-01-12 11:00:00  20.0   3.2   33.0   0.0   NaN   80.0   9.4   NaN  1020.0   
2024-01-12 12:00:00  24.3   3.0   25.0   0.0   NaN   90.0  11.2   NaN  1018.0   
2024-01-12 13:00:00  25.0  -0.2   19.0   0.0   NaN   60.0   7.6   NaN  1019.0   
2024-01-12 14:00:00  27.0  -0.1   17.0   0.0   NaN   60.0   5.4   NaN  1019.0   
2024-01-12 15:00:00  27.3  -1.6   15.0   0.0   NaN   40.0   3.6   NaN  1016.2   
2024-01-12 16:00:00  26.0  -0.9   17.0   0.0   NaN   60.0  11.2   NaN  1019.0   
2024-01-12 17:00:00  26.0  -0.9   17.0   0.0   NaN   60.0   9.4   NaN  1019.0   
2024-01-12 18:00:00  21.7  -1.6   21.0   0.0   NaN   90.0   7.6   NaN  1017.6   
2024-01-12 19:00:00  19.0  -2.0   24.0   0.0   NaN  110.0   9.4   NaN  1020.0   
2024-01-12 20:00:00  17.0  -1.2   29.0   0.0   NaN  130.0   9.4   NaN  1020.0   
2024-01-12 21:00:00  16.0  -1.1   31.0   0.0   NaN  100.0  11.2   NaN  1019.9   
2024-01-12 22:00:00  14.0  -2.0   33.0   0.0   NaN  110.0   7.6   NaN  1020.0   
2024-01-12 23:00:00  13.0  -2.1   35.0   0.0   NaN   60.0   5.4   NaN  1020.0   
2024-01-13 00:00:00  11.5  -2.3   38.0   0.0   NaN   70.0   5.4   NaN  1021.0   
2024-01-13 01:00:00  11.0  -2.1   40.0   0.0   NaN  120.0   9.4   NaN  1021.0   
2024-01-13 02:00:00  11.0  -3.1   37.0   0.0   NaN  100.0  11.2   NaN  1021.0   
2024-01-13 03:00:00   9.7  -2.3   43.0   0.0   NaN   90.0  11.2   NaN  1021.4   
2024-01-13 04:00:00  10.0  -3.0   40.0   0.0   NaN   90.0   7.6   NaN  1021.0   
2024-01-13 05:00:00   9.0  -3.9   40.0   0.0   NaN  110.0   9.4   NaN  1021.0   
2024-01-13 06:00:00   8.7  -3.8   41.0   0.0   NaN   70.0   7.6   NaN  1022.4   
2024-01-13 07:00:00   9.0  -2.0   46.0   0.0   NaN  100.0  13.0   NaN  1022.0   
2024-01-13 08:00:00   8.0  -2.9   46.0   0.0   NaN  100.0   9.4   NaN  1023.0   
2024-01-13 09:00:00  11.7  -1.8   39.0   0.0   NaN   80.0  11.2   NaN  1023.5   
2024-01-13 10:00:00  17.0  -1.2   29.0   0.0   NaN   90.0   9.4   NaN  1024.0   
2024-01-13 11:00:00  21.0  -2.2   21.0   0.0   NaN   70.0  13.0   NaN  1024.0   
2024-01-13 12:00:00  25.2  -1.6   17.0   0.0   NaN   90.0  11.2   NaN  1021.1   
2024-01-13 13:00:00  27.0  -1.8   15.0   0.0   NaN   70.0  13.0   NaN  1022.0   
2024-01-13 14:00:00  28.0  -3.0   13.0   0.0   NaN   60.0  11.2   NaN  1021.0   
2024-01-13 15:00:00  28.1  -4.0   12.0   0.0   NaN   40.0  14.8   NaN  1018.4   
2024-01-13 16:00:00  28.0  -3.0   13.0   0.0   NaN   30.0  13.0   NaN  1021.0   
2024-01-13 17:00:00  27.0  -3.8   13.0   0.0   NaN   20.0   5.4   NaN  1021.0   
2024-01-13 18:00:00  23.4  -3.9   16.0   0.0   NaN   40.0   5.4   NaN  1019.8   
2024-01-13 19:00:00  20.0  -3.7   20.0   0.0   NaN   80.0   9.4   NaN  1022.0   
2024-01-13 20:00:00  18.0  -4.1   22.0   0.0   NaN   90.0   7.6   NaN  1022.0   
2024-01-13 21:00:00  17.5  -3.3   24.0   0.0   NaN  130.0   3.6   NaN  1022.0   
2024-01-13 22:00:00  17.0  -3.7   24.0   0.0   NaN  160.0   9.4   NaN  1023.0   
2024-01-13 23:00:00  17.0  -3.7   24.0   0.0   NaN  149.0   3.6   NaN  1023.0   
2024-01-14 00:00:00  14.7  -3.2   29.0   0.0   NaN  290.0   1.8   NaN  1022.8   
2024-01-14 01:00:00  16.0  -4.0   25.0   0.0   NaN  180.0   9.4   NaN  1022.0   
2024-01-14 02:00:00  14.0  -3.8   29.0   0.0   NaN  117.0   9.4   NaN  1022.0   
2024-01-14 03:00:00  14.3  -4.5   27.0   0.0   NaN  190.0   3.6   NaN  1022.6   
2024-01-14 04:00:00  15.0  -4.9   25.0   0.0   NaN  151.0   3.6   NaN  1022.0   
2024-01-14 05:00:00  13.0  -5.1   28.0   0.0   NaN  160.0   5.4   NaN  1022.0   
2024-01-14 06:00:00  11.5  -2.7   37.0   0.0   NaN   50.0   5.4   NaN  1023.0   
2024-01-14 07:00:00  11.0  -3.1   37.0   0.0   NaN   92.0   3.6   NaN  1023.0   
2024-01-14 08:00:00  11.0  -2.1   40.0   0.0   NaN   80.0   3.6   NaN  1024.0   
2024-01-14 09:00:00  13.7  -0.7   37.0   0.0   NaN   90.0   7.6   NaN  1024.1   
2024-01-14 10:00:00  19.0  -2.0   24.0   0.0   NaN   70.0   5.4   NaN  1025.0   
2024-01-14 11:00:00  20.0  -1.2   24.0   0.0   NaN   50.0   7.6   NaN  1024.0   
2024-01-14 12:00:00  20.7   1.0   27.0   0.0   NaN   60.0   7.6   NaN  1022.5   
2024-01-14 13:00:00  23.0   0.7   23.0   0.0   NaN   80.0   5.4   NaN  1023.0   
2024-01-14 14:00:00  24.0  -1.1   19.0   0.0   NaN   80.0   5.4   NaN  1022.0   
2024-01-14 15:00:00  24.9  -2.7   16.0   0.0   NaN   60.0   5.4   NaN  1020.1   
2024-01-14 16:00:00  24.0  -2.6   17.0   0.0   NaN  100.0   5.4   NaN  1023.0   
2024-01-14 17:00:00  24.0  -1.8   18.0   0.0   NaN   80.0   5.4   NaN  1023.0   
2024-01-14 18:00:00  21.1  -2.7   20.0   0.0   NaN  120.0   5.4   NaN  1021.7   
2024-01-14 19:00:00  17.0  -2.1   27.0   0.0   NaN   90.0   7.6   NaN  1023.0   
2024-01-14 20:00:00  16.0  -2.0   29.0   0.0   NaN  120.0   7.6   NaN  1023.0   
2024-01-14 21:00:00  15.9  -3.1   27.0   0.0   NaN  110.0   7.6   NaN  1022.9   
2024-01-14 22:00:00  15.0  -2.0   31.0   0.0   NaN   70.0   5.4   NaN  1023.0   
2024-01-14 23:00:00  12.0  -3.0   35.0   0.0   NaN   70.0   7.6   NaN  1023.0   
2024-01-15 00:00:00  11.9  -2.3   37.0   0.0   NaN   90.0   9.4   NaN  1023.7   
2024-01-15 01:00:00  12.0  -3.0   35.0   0.0   NaN   80.0   7.6   NaN  1022.0   
2024-01-15 02:00:00  12.0  -1.9   38.0   0.0   NaN   60.0   5.4   NaN  1022.0   
2024-01-15 03:00:00  11.0  -1.8   41.0   0.0   NaN   70.0   7.6   NaN  1022.6   
2024-01-15 04:00:00  11.0  -2.1   40.0   0.0   NaN   70.0   7.6   NaN  1022.0   
2024-01-15 05:00:00   9.0  -2.9   43.0   0.0   NaN   90.0  11.2   NaN  1021.0   
2024-01-15 06:00:00   8.4  -2.9   45.0   0.0   NaN  100.0   7.6   NaN  1022.0   
2024-01-15 07:00:00   7.0  -3.8   46.0   0.0   NaN   80.0   5.4   NaN  1021.0   
2024-01-15 08:00:00   7.0  -3.8   46.0   0.0   NaN   80.0   7.6   NaN  1022.0   
2024-01-15 09:00:00  12.9  -1.8   36.0   0.0   NaN  160.0   7.6   NaN  1022.8   
2024-01-15 10:00:00  17.0  -3.7   24.0   0.0   NaN  170.0  11.2   NaN  1023.0   
2024-01-15 11:00:00  22.0  -2.7   19.0   0.0   NaN  200.0   7.6   NaN  1023.0   
2024-01-15 12:00:00  22.8  -2.8   18.0   0.0   NaN   20.0   9.4   NaN  1021.0   
2024-01-15 13:00:00  24.0  -1.8   18.0   0.0   NaN   10.0   7.6   NaN  1021.0   
2024-01-15 14:00:00  25.0  -4.4   14.0   0.0   NaN   60.0   5.4   NaN  1020.0   
2024-01-15 15:00:00  24.7  -4.6   14.0   0.0   NaN   90.0   9.4   NaN  1017.7   
2024-01-15 16:00:00  24.0  -4.2   15.0   0.0   NaN   70.0   7.6   NaN  1020.0   
2024-01-15 17:00:00  23.0  -4.2   16.0   0.0   NaN   70.0   5.4   NaN  1020.0   
2024-01-15 18:00:00  22.0  -2.7   19.0   0.0   NaN  340.0   7.6   NaN  1018.6   
2024-01-15 19:00:00  19.0  -3.2   22.0   0.0   NaN  100.0   1.8   NaN  1021.0   
2024-01-15 20:00:00  19.0  -3.2   22.0   0.0   NaN  300.0   5.4   NaN  1021.0   
2024-01-15 21:00:00  17.7  -2.6   25.0   0.0   NaN  170.0  14.8   NaN  1020.6   
2024-01-15 22:00:00  17.0  -3.2   25.0   0.0   NaN  170.0  11.2   NaN  1021.0   
2024-01-15 23:00:00  17.0  -3.7   24.0   0.0   NaN   90.0   5.4   NaN  1021.0   
2024-01-16 00:00:00  13.9  -1.7   34.0   0.0   NaN   50.0   3.6   NaN  1020.2   
2024-01-16 01:00:00  13.0  -2.1   35.0   0.0   NaN   80.0   7.6   NaN  1019.0   
2024-01-16 02:00:00  13.0  -2.1   35.0   0.0   NaN   60.0   5.4   NaN  1019.0   
2024-01-16 03:00:00  12.5  -2.6   35.0   0.0   NaN  200.0   3.6   NaN  1019.3   
2024-01-16 04:00:00  14.0  -2.9   31.0   0.0   NaN  190.0   5.4   NaN  1018.0   
2024-01-16 05:00:00  15.0  -4.9   25.0   0.0   NaN   50.0   3.6   NaN  1018.0   
2024-01-16 06:00:00  14.2  -3.1   30.0   0.0   NaN   50.0   7.6   NaN  1017.6   
2024-01-16 07:00:00  13.0  -2.1   35.0   0.0   NaN   60.0   5.4   NaN  1018.0   
2024-01-16 08:00:00  14.0  -2.0   33.0   0.0   NaN   80.0   7.6   NaN  1018.0   
2024-01-16 09:00:00  15.4  -2.6   29.0   0.0   NaN   90.0   7.6   NaN  1017.8   
2024-01-16 10:00:00  17.0  -2.1   27.0   0.0   NaN  110.0   9.4   NaN  1019.0   
2024-01-16 11:00:00  18.0  -1.8   26.0   0.0   NaN  100.0   7.6   NaN  1019.0   
2024-01-16 12:00:00  18.2   0.3   30.0   0.0   NaN   90.0   7.6   NaN  1018.0   
2024-01-16 13:00:00  21.0  -2.2   21.0   0.0   NaN  160.0   9.4   NaN  1017.0   
2024-01-16 14:00:00  20.0  -1.2   24.0   0.0   NaN   20.0  18.4   NaN  1018.0   
2024-01-16 15:00:00  18.6   7.1   47.0   0.0   NaN  330.0  25.9   NaN  1018.5   
2024-01-16 16:00:00  18.0  10.1   60.0   0.0   NaN  280.0  22.3   NaN  1022.0   
2024-01-16 17:00:00  17.0  11.9   72.0   0.0   NaN  130.0  25.9   NaN  1019.0   
2024-01-16 18:00:00  15.9   9.6   66.0   0.0   NaN  110.0  24.1   NaN  1017.4   
2024-01-16 19:00:00  16.0   8.0   59.0   0.0   NaN   80.0  14.8   NaN  1017.0   
2024-01-16 20:00:00  15.0   7.1   59.0   0.0   NaN   80.0  11.2   NaN  1016.0   
2024-01-16 21:00:00  14.3   6.4   59.0   0.0   NaN  100.0  11.2   NaN  1015.9   
2024-01-16 22:00:00  13.0   6.1   63.0   0.0   NaN   80.0   7.6   NaN  1016.0   
2024-01-16 23:00:00  12.0   7.1   72.0   0.0   NaN  100.0   9.4   NaN  1016.0   
2024-01-17 00:00:00  12.6   6.4   66.0   0.0   NaN   80.0  11.2   NaN  1015.7   
2024-01-17 01:00:00  12.0   6.1   67.0   0.0   NaN   80.0   7.6   NaN  1015.0   
2024-01-17 02:00:00  13.0   7.0   67.0   0.0   NaN   90.0   5.4   NaN  1014.8   
2024-01-17 03:00:00  12.2   6.7   69.0   0.0   NaN   40.0   5.4   NaN  1014.8   
2024-01-17 04:00:00  11.0   6.9   76.0   0.0   NaN  100.0   9.4   NaN  1014.9   
2024-01-17 05:00:00  11.0   5.9   71.0   0.0   NaN   80.0   7.6   NaN  1015.0   
2024-01-17 06:00:00  11.2   5.7   69.0   0.0   NaN   80.0   5.4   NaN  1015.7   
2024-01-17 07:00:00  11.0   5.1   67.0   0.0   NaN  121.0   5.4   NaN  1017.0   
2024-01-17 08:00:00  15.0   3.2   45.0   0.0   NaN  260.0   9.4   NaN  1018.0   
2024-01-17 09:00:00  17.6   3.5   39.0   0.0   NaN  310.0  16.6   NaN  1017.2   
2024-01-17 10:00:00  19.0   8.0   49.0   0.0   NaN  280.0  13.0   NaN  1019.0   
2024-01-17 11:00:00  20.0  10.1   53.0   0.0   NaN  300.0  11.2   NaN  1019.0   
2024-01-17 12:00:00  20.9  12.1   57.0   0.0   NaN  290.0  11.2   NaN  1017.1   
2024-01-17 13:00:00  23.0  12.0   50.0   0.0   NaN  290.0   9.4   NaN  1018.0   
2024-01-17 14:00:00  24.0  12.0   47.0   0.0   NaN  300.0   9.4   NaN  1016.0   
2024-01-17 15:00:00  24.0  10.3   42.0   0.0   NaN  300.0   9.4   NaN  1014.4   
2024-01-17 16:00:00  25.0  10.8   41.0   0.0   NaN  304.0   7.6   NaN  1017.0   
2024-01-17 17:00:00  24.0  11.0   44.0   0.0   NaN  290.0   9.4   NaN  1017.0   
2024-01-17 18:00:00  21.6  12.2   55.0   0.0   NaN  310.0   9.4   NaN  1015.6   
2024-01-17 19:00:00  20.0  13.0   64.0   0.0   NaN  290.0  11.2   NaN  1018.0   
2024-01-17 20:00:00  19.0  13.0   68.0   0.0   NaN  310.0   7.6   NaN  1018.0   
2024-01-17 21:00:00  17.0  12.1   73.0   0.0   NaN  260.0   5.4   NaN  1017.0   
2024-01-17 22:00:00  16.0  12.0   77.0   0.0   NaN  250.0   5.4   NaN  1018.0   
2024-01-17 23:00:00  15.0  12.0   82.0   0.0   NaN  240.0   1.8   NaN  1018.0   
2024-01-18 00:00:00  14.3  11.8   85.0   0.0   NaN  220.0   1.8   NaN  1017.5   
2024-01-18 01:00:00  13.0  11.1   88.0   0.0   NaN  141.0   3.6   NaN  1017.0   
2024-01-18 02:00:00  12.0  10.1   88.0   0.0   NaN  108.0   1.8   NaN  1016.0   
2024-01-18 03:00:00  11.9   9.6   86.0   0.0   NaN   90.0   3.6   NaN  1016.4   
2024-01-18 04:00:00  12.0  10.1   88.0   0.0   NaN   89.0   1.8   NaN  1016.0   
2024-01-18 05:00:00  11.0   9.1   88.0   0.0   NaN  130.0   1.8   NaN  1017.0   
2024-01-18 06:00:00  13.5  11.2   86.0   0.0   NaN  150.0   5.4   NaN  1016.9   
2024-01-18 07:00:00  14.0  12.0   88.0   0.0   NaN  150.0  11.2   NaN  1017.0   
2024-01-18 08:00:00  14.0  12.0   88.0   0.0   NaN  130.0  11.2   NaN  1017.0   
2024-01-18 09:00:00  15.4  12.3   82.0   0.0   NaN  100.0   9.4   NaN  1016.8   
2024-01-18 10:00:00  18.0  13.1   73.0   0.0   NaN  100.0  16.6   NaN  1017.0   
2024-01-18 11:00:00  19.0  13.0   68.0   0.0   NaN   80.0  13.0   NaN  1016.0   
2024-01-18 12:00:00  19.9  12.4   62.0   0.0   NaN   60.0  13.0   NaN  1014.0   
2024-01-18 13:00:00  22.0  12.0   53.0   0.0   NaN   40.0  11.2   NaN  1014.0   
2024-01-18 14:00:00  24.0  11.0   44.0   0.0   NaN  350.0   9.4   NaN  1013.0   
2024-01-18 15:00:00  25.2   9.5   37.0   0.0   NaN  340.0   5.4   NaN  1010.6   
2024-01-18 16:00:00  25.0   7.2   32.0   0.0   NaN  300.0  13.0   NaN  1013.0   
2024-01-18 17:00:00  24.0   8.0   36.0   0.0   NaN  350.0   5.4   NaN  1013.0   
2024-01-18 18:00:00  21.7   7.1   39.0   0.0   NaN  360.0   1.8   NaN  1011.4   
2024-01-18 19:00:00  21.0   6.9   40.0   0.0   NaN  308.0   3.6   NaN  1013.0   
2024-01-18 20:00:00  19.0   7.1   46.0   0.0   NaN  275.0   3.6   NaN  1013.0   
2024-01-18 21:00:00  17.8   7.2   50.0   0.0   NaN   40.0   1.8   NaN  1012.4   
2024-01-18 22:00:00  18.0   8.0   52.0   0.0   NaN  130.0   3.6   NaN  1013.0   
2024-01-18 23:00:00  17.0   7.9   55.0   0.0   NaN  250.0   1.8   NaN  1013.0   
2024-01-19 00:00:00  16.4   8.1   58.0   0.0   NaN  250.0   3.6   NaN  1012.4   
2024-01-19 01:00:00  16.0   8.0   59.0   0.0   NaN  160.0   3.6   NaN  1012.0   
2024-01-19 02:00:00  17.0   8.9   59.0   0.0   NaN  300.0  14.8   NaN  1013.0   
2024-01-19 03:00:00  16.1   8.1   59.0   0.0   NaN  140.0   9.4   NaN  1013.0   
2024-01-19 04:00:00  16.0   7.0   55.0   0.0   NaN  200.0   7.6   NaN  1013.0   
2024-01-19 05:00:00  16.0   7.0   55.0   0.0   NaN  350.0   7.6   NaN  1013.0   
2024-01-19 06:00:00  16.1   8.6   61.0   0.0   NaN  280.0   9.4   NaN  1012.7   
2024-01-19 07:00:00  16.0  10.1   68.0   0.0   NaN  290.0  13.0   NaN  1015.0   
2024-01-19 08:00:00  15.0  12.0   82.0   0.0   NaN  310.0  16.6   NaN  1017.0   
2024-01-19 09:00:00  13.8  11.3   85.0   0.0   NaN   30.0   9.4   NaN  1017.4   
2024-01-19 10:00:00  14.0  11.0   82.0   0.2   NaN  300.0   7.6   NaN  1019.0   
2024-01-19 11:00:00  14.0  11.0   82.0   0.1   NaN  250.0   7.6   NaN  1019.0   
2024-01-19 12:00:00  14.0  11.9   87.0   0.1   NaN  250.0   5.4   NaN  1018.6   
2024-01-19 13:00:00  14.0  12.0   88.0   0.3   NaN  250.0  13.0   NaN  1018.0   
2024-01-19 14:00:00  14.0  13.0   94.0   0.1   NaN  240.0  11.2   NaN  1018.0   
2024-01-19 15:00:00  14.2  12.8   91.0   0.2   NaN  300.0   9.4   NaN  1017.5   
2024-01-19 16:00:00  15.0  13.0   88.0   1.1   NaN  260.0   3.6   NaN  1018.0   
2024-01-19 17:00:00  15.0  13.0   88.0   0.0   NaN  290.0   7.6   NaN  1019.0   
2024-01-19 18:00:00  14.9  11.7   81.0   0.0   NaN  320.0   5.4   NaN  1019.4   
2024-01-19 19:00:00  14.0  11.0   82.0   0.0   NaN  303.0   3.6   NaN  1020.0   
2024-01-19 20:00:00  13.0  11.1   88.0   0.0   NaN    0.0   0.0   NaN  1021.0   
2024-01-19 21:00:00  13.5  11.6   88.0   0.0   NaN   80.0   5.4   NaN  1020.9   
2024-01-19 22:00:00  14.0  12.0   88.0   0.0   NaN   60.0   5.4   NaN  1021.0   
2024-01-19 23:00:00  14.0  12.0   88.0   0.0   NaN   40.0   5.4   NaN  1021.0   
2024-01-20 00:00:00  12.4  11.0   91.0   0.0   NaN   70.0   5.4   NaN  1021.5   
2024-01-20 01:00:00  12.0  11.1   94.0   0.0   NaN   50.0   7.6   NaN  1021.0   
2024-01-20 02:00:00  11.0  10.1   94.0   0.0   NaN  100.0   5.4   NaN  1021.0   
2024-01-20 03:00:00  10.2   9.4   95.0   0.0   NaN  110.0   9.4   NaN  1021.3   
2024-01-20 04:00:00   9.0   9.0  100.0   0.0   NaN   80.0   5.4   NaN  1020.0   
2024-01-20 05:00:00   9.0   9.0  100.0   0.0   NaN   70.0   5.4   NaN  1021.0   
2024-01-20 06:00:00   8.8   8.3   97.0   0.0   NaN  110.0   5.4   NaN  1022.3   
2024-01-20 07:00:00   9.0   9.0  100.0   0.0   NaN  130.0  11.2   NaN  1022.0   
2024-01-20 08:00:00   9.0   9.0  100.0   0.0   NaN  100.0  14.8   NaN  1023.0   
2024-01-20 09:00:00  10.6  10.1   97.0   0.0   NaN   90.0  14.8   NaN  1023.7   
2024-01-20 10:00:00  13.0  12.1   94.0   0.0   NaN   80.0  13.0   NaN  1024.0   
2024-01-20 11:00:00  13.0  11.1   88.0   0.0   NaN   60.0  11.2   NaN  1023.0   
2024-01-20 12:00:00  14.1  11.3   83.0   0.0   NaN   60.0   9.4   NaN  1022.6   
2024-01-20 13:00:00  16.0  12.0   77.0   0.0   NaN   20.0  11.2   NaN  1022.0   
2024-01-20 14:00:00  15.0  11.0   77.0   0.0   NaN  360.0  13.0   NaN  1022.0   
2024-01-20 15:00:00  15.1   9.9   71.0   0.0   NaN   20.0  14.8   NaN  1021.6   
2024-01-20 16:00:00  15.0  10.0   72.0   0.0   NaN   30.0  14.8   NaN  1022.0   
2024-01-20 17:00:00  15.0   8.9   67.0   0.0   NaN   50.0  14.8   NaN  1023.0   
2024-01-20 18:00:00  14.8   8.5   66.0   0.0   NaN   40.0  11.2   NaN  1022.4   
2024-01-20 19:00:00  14.0   9.0   72.0   0.0   NaN   50.0  11.2   NaN  1023.0   
2024-01-20 20:00:00  13.0   9.1   77.0   0.0   NaN   70.0   7.6   NaN  1024.0   
2024-01-20 21:00:00  13.0   8.7   75.0   0.0   NaN   30.0   5.4   NaN  1024.8   
2024-01-20 22:00:00  12.0   9.0   82.0   0.0   NaN   40.0   7.6   NaN  1026.0   
2024-01-20 23:00:00  12.0   9.0   82.0   0.0   NaN   40.0   7.6   NaN  1026.0   
2024-01-21 00:00:00  10.9   7.9   82.0   0.0   NaN   40.0   9.4   NaN  1026.4   
2024-01-21 01:00:00  10.0   7.9   87.0   0.0   NaN   70.0   9.4   NaN  1025.0   
2024-01-21 02:00:00   9.0   7.0   87.0   0.0   NaN   80.0   5.4   NaN  1026.0   
2024-01-21 03:00:00   9.1   7.2   88.0   0.0   NaN  110.0   7.6   NaN  1027.0   
2024-01-21 04:00:00   8.0   6.9   93.0   0.0   NaN   60.0   5.4   NaN  1025.0   
2024-01-21 05:00:00   8.0   6.9   93.0   0.0   NaN   80.0   9.4   NaN  1025.0   
2024-01-21 06:00:00   7.5   6.4   93.0   0.0   NaN   80.0   9.4   NaN  1026.8   
